x,y
1.72067,51.7093
1.7242,51.7128
1.72773,51.7163
1.73126,51.7198
1.7348,51.7233
1.73833,51.7267
1.74186,51.7302
1.74539,51.7337
1.74892,51.7372
1.75245,51.7407
1.75598,51.7442
1.75951,51.7476
1.76304,51.7511
1.76657,51.7546
1.7701,51.7581
1.77363,51.7616
1.77716,51.7651
1.7807,51.7685
1.78423,51.772
1.78776,51.7755
1.79129,51.779
1.79482,51.7825
1.79835,51.7859
1.80188,51.7894
1.80541,51.7929
1.80894,51.7964
1.81247,51.7999
1.816,51.8034
1.81953,51.8068
1.82306,51.8103
1.82659,51.8138
1.83012,51.8173
1.83366,51.8208
1.83719,51.8242
1.84072,51.8277
1.84425,51.8312
1.84778,51.8347
1.85131,51.8382
1.85484,51.8416
1.85837,51.8451
1.8619,51.8486
1.86543,51.8521
1.86896,51.8556
1.87249,51.859
1.87602,51.8625
1.87955,51.866
1.88308,51.8695
1.88661,51.873
1.89014,51.8764
1.89367,51.8799
1.8972,51.8834
1.90073,51.8869
1.90427,51.8904
1.9078,51.8938
1.91133,51.8973
1.91486,51.9008
1.91839,51.9043
1.92192,51.9077
1.92545,51.9112
1.92898,51.9147
1.93251,51.9182
1.93604,51.9217
1.93957,51.9251
1.9431,51.9286
1.94663,51.9321
1.95016,51.9356
1.95369,51.939
1.95722,51.9425
1.96075,51.946
1.96428,51.9495
1.96781,51.953
1.97134,51.9564
1.97487,51.9599
1.9784,51.9634
1.98193,51.9669
1.98546,51.9703
1.98899,51.9738
1.99252,51.9773
1.99605,51.9808
1.99958,51.9842
2.00311,51.9877
2.00664,51.9912
2.01017,51.9947
2.0137,51.9981
2.01723,52.0016
2.02076,52.0051
2.02429,52.0086
2.02782,52.012
2.03135,52.0155
2.03488,52.019
2.03841,52.0225
2.04194,52.0259
2.04547,52.0294
2.049,52.0329
2.05253,52.0364
2.05606,52.0398
2.05959,52.0433
2.06312,52.0468
2.06665,52.0503
2.07018,52.0537
2.07371,52.0572
2.07724,52.0607
2.08077,52.0642
2.0843,52.0676
2.08783,52.0711
2.09136,52.0746
2.09489,52.0781
2.09842,52.0815
2.10195,52.085
2.10548,52.0885
2.10901,52.0919
2.11254,52.0954
2.11607,52.0989
2.1196,52.1024
2.12313,52.1058
2.12666,52.1093
2.13019,52.1128
2.13372,52.1163
2.13725,52.1197
2.14078,52.1232
2.14431,52.1267
2.14784,52.1301
2.15137,52.1336
2.1549,52.1371
2.15843,52.1406
2.16196,52.144
2.16549,52.1475
2.16902,52.151
2.17255,52.1544
2.17608,52.1579
2.17961,52.1614
2.18314,52.1648
2.18667,52.1683
2.1902,52.1718
2.19372,52.1753
2.19725,52.1787
2.20078,52.1822
2.20431,52.1857
2.20784,52.1891
2.21137,52.1926
2.2149,52.1961
2.21843,52.1995
2.22196,52.203
2.22549,52.2065
2.22902,52.21
2.23255,52.2134
2.23608,52.2169
2.23961,52.2204
2.24314,52.2238
2.24667,52.2273
2.2502,52.2308
2.25373,52.2342
2.25726,52.2377
2.26079,52.2412
2.26431,52.2446
2.26784,52.2481
2.27137,52.2516
2.2749,52.255
2.27843,52.2585
2.28196,52.262
2.28549,52.2654
2.28902,52.2689
2.29255,52.2724
2.29608,52.2758
2.29961,52.2793
2.30314,52.2828
2.30667,52.2862
2.3102,52.2897
2.31373,52.2932
2.31726,52.2966
2.32078,52.3001
2.32431,52.3036
2.32784,52.307
2.33137,52.3105
2.3349,52.314
2.33843,52.3174
2.34196,52.3209
2.34549,52.3244
2.34902,52.3278
2.35255,52.3313
2.35608,52.3348
2.35961,52.3382
2.36313,52.3417
2.36666,52.3452
2.37019,52.3486
2.37372,52.3521
2.37725,52.3556
2.38078,52.359
2.38431,52.3625
2.38784,52.366
2.39137,52.3694
2.3949,52.3729
2.39843,52.3763
2.40195,52.3798
2.40548,52.3833
2.40901,52.3867
2.41254,52.3902
2.41607,52.3937
2.4196,52.3971
2.42313,52.4006
2.42666,52.4041
2.43019,52.4075
2.43372,52.411
2.43724,52.4144
2.44077,52.4179
2.4443,52.4214
2.44783,52.4248
2.45136,52.4283
2.45489,52.4318
2.45842,52.4352
2.46195,52.4387
2.46548,52.4421
2.46901,52.4456
2.47253,52.4491
2.47606,52.4525
2.47959,52.456
2.48312,52.4595
2.48665,52.4629
2.49018,52.4664
2.49371,52.4698
2.49724,52.4733
2.50076,52.4768
2.50429,52.4802
2.50782,52.4837
2.51135,52.4871
2.51488,52.4906
2.51841,52.4941
2.52194,52.4975
2.52547,52.501
2.52899,52.5044
2.53252,52.5079
2.53605,52.5114
2.53958,52.5148
2.54311,52.5183
2.54664,52.5217
2.55017,52.5252
2.5537,52.5287
2.55722,52.5321
2.56075,52.5356
2.56428,52.539
2.56781,52.5425
2.57134,52.546
2.57487,52.5494
2.5784,52.5529
2.58192,52.5563
2.58545,52.5598
2.58898,52.5633
2.59251,52.5667
2.59604,52.5702
2.59957,52.5736
2.6031,52.5771
2.60662,52.5805
2.61015,52.584
2.61368,52.5875
2.61721,52.5909
2.62074,52.5944
2.62427,52.5978
2.62779,52.6013
2.63132,52.6047
2.63485,52.6082
2.63838,52.6117
2.64191,52.6151
2.64544,52.6186
2.64896,52.622
2.65249,52.6255
2.65602,52.6289
2.65955,52.6324
2.66308,52.6359
2.66661,52.6393
2.67014,52.6428
2.67366,52.6462
2.67719,52.6497
2.68072,52.6531
2.68425,52.6566
2.68778,52.66
2.6913,52.6635
2.69483,52.667
2.69836,52.6704
2.70189,52.6739
2.70542,52.6773
2.70895,52.6808
2.71247,52.6842
2.716,52.6877
2.71953,52.6911
2.72306,52.6946
2.72659,52.698
2.73012,52.7015
2.73364,52.705
2.73717,52.7084
2.7407,52.7119
2.74423,52.7153
2.74776,52.7188
2.75128,52.7222
2.75481,52.7257
2.75834,52.7291
2.76187,52.7326
2.7654,52.736
2.76892,52.7395
2.77245,52.7429
2.77598,52.7464
2.77951,52.7498
2.78304,52.7533
2.78656,52.7567
2.79009,52.7602
2.79362,52.7637
2.79715,52.7671
2.80068,52.7706
2.8042,52.774
2.80773,52.7775
2.81126,52.7809
2.81479,52.7844
2.81832,52.7878
2.82184,52.7913
2.82537,52.7947
2.8289,52.7982
2.83243,52.8016
2.83596,52.8051
2.83948,52.8085
2.84301,52.812
2.84654,52.8154
2.85007,52.8189
2.8536,52.8223
2.85712,52.8258
2.86065,52.8292
2.86418,52.8327
2.86771,52.8361
2.87123,52.8396
2.87476,52.843
2.87829,52.8465
2.88182,52.8499
2.88535,52.8534
2.88887,52.8568
2.8924,52.8603
2.89593,52.8637
2.89946,52.8672
2.90298,52.8706
2.90651,52.8741
2.91004,52.8775
2.91357,52.881
2.91709,52.8844
2.92062,52.8879
2.92415,52.8913
2.92768,52.8948
2.9312,52.8982
2.93473,52.9017
2.93826,52.9051
2.94179,52.9086
2.94532,52.912
2.94884,52.9154
2.95237,52.9189
2.9559,52.9223
2.95943,52.9258
2.96295,52.9292
2.96648,52.9327
2.97001,52.9361
2.97354,52.9396
2.97706,52.943
2.98059,52.9465
2.98412,52.9499
2.98765,52.9534
2.99117,52.9568
2.9947,52.9603
2.99823,52.9637
3.00176,52.9672
3.00528,52.9706
3.00881,52.974
3.01234,52.9775
3.01587,52.9809
3.01939,52.9844
3.02292,52.9878
3.02645,52.9913
3.02997,52.9947
3.0335,52.9982
3.03703,53.0016
3.04056,53.0051
3.04408,53.0085
3.04761,53.0119
3.05114,53.0154
3.05467,53.0188
3.05819,53.0223
3.06172,53.0257
3.06525,53.0292
3.06878,53.0326
3.0723,53.036
3.07583,53.0395
3.07936,53.0429
3.08288,53.0464
3.08641,53.0498
3.08994,53.0533
3.09347,53.0567
3.09699,53.0602
3.10052,53.0636
3.10405,53.067
3.10757,53.0705
3.1111,53.0739
3.11463,53.0774
3.11816,53.0808
3.12168,53.0843
3.12521,53.0877
3.12874,53.0911
3.13226,53.0946
3.13579,53.098
3.13932,53.1015
3.14285,53.1049
3.14637,53.1083
3.1499,53.1118
3.15343,53.1152
3.15695,53.1187
3.16048,53.1221
3.16401,53.1256
3.16753,53.129
3.17106,53.1324
3.17459,53.1359
3.17812,53.1393
3.18164,53.1428
3.18517,53.1462
3.1887,53.1496
3.19222,53.1531
3.19575,53.1565
3.19928,53.16
3.2028,53.1634
3.20633,53.1668
3.20986,53.1703
3.21338,53.1737
3.21691,53.1772
3.22044,53.1806
3.22396,53.184
3.22749,53.1875
3.23102,53.1909
3.23455,53.1944
3.23807,53.1978
3.2416,53.2012
3.24513,53.2047
3.24865,53.2081
3.25218,53.2116
3.25571,53.215
3.25923,53.2184
3.26276,53.2219
3.26629,53.2253
3.26981,53.2287
3.27334,53.2322
3.27687,53.2356
3.28039,53.2391
3.28392,53.2425
3.28745,53.2459
3.29097,53.2494
3.2945,53.2528
3.29803,53.2562
3.30155,53.2597
3.30508,53.2631
3.30861,53.2666
3.31213,53.27
3.31566,53.2734
3.31919,53.2769
3.32271,53.2803
3.32624,53.2837
3.32977,53.2872
3.33329,53.2906
3.33682,53.294
3.34035,53.2975
3.34387,53.3009
3.3474,53.3044
3.35092,53.3078
3.35445,53.3112
3.35798,53.3147
3.3615,53.3181
3.36503,53.3215
3.36856,53.325
3.37208,53.3284
3.37561,53.3318
3.37914,53.3353
3.38266,53.3387
3.38619,53.3421
3.38972,53.3456
3.39324,53.349
3.39677,53.3524
3.40029,53.3559
3.40382,53.3593
3.40735,53.3627
3.41087,53.3662
3.4144,53.3696
3.41793,53.373
3.42145,53.3765
3.42498,53.3799
3.42851,53.3833
3.43203,53.3868
3.43556,53.3902
3.43908,53.3936
3.44261,53.3971
3.44614,53.4005
3.44966,53.4039
3.45319,53.4074
3.45672,53.4108
3.46024,53.4142
3.46377,53.4177
3.46729,53.4211
3.47082,53.4245
3.47435,53.428
3.47787,53.4314
3.4814,53.4348
3.48492,53.4383
3.48845,53.4417
3.49198,53.4451
3.4955,53.4486
3.49903,53.452
3.50256,53.4554
3.50608,53.4588
3.50961,53.4623
3.51313,53.4657
3.51666,53.4691
3.52019,53.4726
3.52371,53.476
3.52724,53.4794
3.53076,53.4829
3.53429,53.4863
3.53782,53.4897
3.54134,53.4932
3.54487,53.4966
3.54839,53.5
3.55192,53.5034
3.55545,53.5069
3.55897,53.5103
3.5625,53.5137
3.56602,53.5172
3.56955,53.5206
3.57308,53.524
3.5766,53.5274
3.58013,53.5309
3.58365,53.5343
3.58718,53.5377
3.5907,53.5412
3.59423,53.5446
3.59776,53.548
3.60128,53.5514
3.60481,53.5549
3.60833,53.5583
3.61186,53.5617
3.61539,53.5652
3.61891,53.5686
3.62244,53.572
3.62596,53.5754
3.62949,53.5789
3.63301,53.5823
3.63654,53.5857
3.64007,53.5891
3.64359,53.5926
3.64712,53.596
3.65064,53.5994
3.65417,53.6029
3.65769,53.6063
3.66122,53.6097
3.66475,53.6131
3.66827,53.6166
3.6718,53.62
3.67532,53.6234
3.67885,53.6268
3.68237,53.6303
3.6859,53.6337
3.68942,53.6371
3.69295,53.6405
3.69648,53.644
3.7,53.6474
3.70353,53.6508
3.70705,53.6542
3.71058,53.6577
3.7141,53.6611
3.71763,53.6645
3.72115,53.6679
3.72468,53.6714
3.72821,53.6748
3.73173,53.6782
3.73526,53.6816
3.73878,53.6851
3.74231,53.6885
3.74583,53.6919
3.74936,53.6953
3.75288,53.6988
3.75641,53.7022
3.75993,53.7056
3.76346,53.709
3.76699,53.7125
3.77051,53.7159
3.77404,53.7193
3.77756,53.7227
3.78109,53.7261
3.78461,53.7296
3.78814,53.733
3.79166,53.7364
3.79519,53.7398
3.79871,53.7433
3.80224,53.7467
3.80576,53.7501
3.80929,53.7535
3.81281,53.7569
3.81634,53.7604
3.81987,53.7638
3.82339,53.7672
3.82692,53.7706
3.83044,53.7741
3.83397,53.7775
3.83749,53.7809
3.84102,53.7843
3.84454,53.7877
3.84807,53.7912
3.85159,53.7946
3.85512,53.798
3.85864,53.8014
3.86217,53.8048
3.86569,53.8083
3.86922,53.8117
3.87274,53.8151
3.87627,53.8185
3.87979,53.8219
3.88332,53.8254
3.88684,53.8288
3.89037,53.8322
3.89389,53.8356
3.89742,53.839
3.90094,53.8425
3.90447,53.8459
3.90799,53.8493
3.91152,53.8527
3.91504,53.8561
3.91857,53.8595
3.92209,53.863
3.92562,53.8664
3.92914,53.8698
3.93267,53.8732
3.93619,53.8766
3.93972,53.8801
3.94324,53.8835
3.94677,53.8869
3.95029,53.8903
3.95382,53.8937
3.95734,53.8971
3.96087,53.9006
3.96439,53.904
3.96792,53.9074
3.97144,53.9108
3.97497,53.9142
3.97849,53.9176
3.98202,53.9211
3.98554,53.9245
3.98907,53.9279
3.99259,53.9313
3.99612,53.9347
3.99964,53.9381
4.00316,53.9416
4.00669,53.945
4.01021,53.9484
4.01374,53.9518
4.01726,53.9552
4.02079,53.9586
4.02431,53.9621
4.02784,53.9655
4.03136,53.9689
4.03489,53.9723
4.03841,53.9757
4.04194,53.9791
4.04546,53.9826
4.04899,53.986
4.05251,53.9894
4.05603,53.9928
4.05956,53.9962
4.06308,53.9996
4.06661,54.003
4.07013,54.0065
4.07366,54.0099
4.07718,54.0133
4.08071,54.0167
4.08423,54.0201
4.08776,54.0235
4.09128,54.0269
4.0948,54.0303
4.09833,54.0338
4.10185,54.0372
4.10538,54.0406
4.1089,54.044
4.11243,54.0474
4.11595,54.0508
4.11948,54.0542
4.123,54.0577
4.12652,54.0611
4.13005,54.0645
4.13357,54.0679
4.1371,54.0713
4.14062,54.0747
4.14415,54.0781
4.14767,54.0815
4.1512,54.0849
4.15472,54.0884
4.15824,54.0918
4.16177,54.0952
4.16529,54.0986
4.16882,54.102
4.17234,54.1054
4.17587,54.1088
4.17939,54.1122
4.18291,54.1156
4.18644,54.1191
4.18996,54.1225
4.19349,54.1259
4.19701,54.1293
4.20054,54.1327
4.20406,54.1361
4.20758,54.1395
4.21111,54.1429
4.21463,54.1463
4.21816,54.1498
4.22168,54.1532
4.2252,54.1566
4.22873,54.16
4.23225,54.1634
4.23578,54.1668
4.2393,54.1702
4.24283,54.1736
4.24635,54.177
4.24987,54.1804
4.2534,54.1838
4.25692,54.1873
4.26045,54.1907
4.26397,54.1941
4.26749,54.1975
4.27102,54.2009
4.27454,54.2043
4.27807,54.2077
4.28159,54.2111
4.28511,54.2145
4.28864,54.2179
4.29216,54.2213
4.29569,54.2247
4.29921,54.2281
4.30273,54.2316
4.30626,54.235
4.30978,54.2384
4.31331,54.2418
4.31683,54.2452
4.32035,54.2486
4.32388,54.252
4.3274,54.2554
4.33093,54.2588
4.33445,54.2622
4.33797,54.2656
4.3415,54.269
4.34502,54.2724
4.34854,54.2758
4.35207,54.2792
4.35559,54.2826
4.35912,54.2861
4.36264,54.2895
4.36616,54.2929
4.36969,54.2963
4.37321,54.2997
4.37673,54.3031
4.38026,54.3065
4.38378,54.3099
4.38731,54.3133
4.39083,54.3167
4.39435,54.3201
4.39788,54.3235
4.4014,54.3269
4.40492,54.3303
4.40845,54.3337
4.41197,54.3371
4.4155,54.3405
4.41902,54.3439
4.42254,54.3473
4.42607,54.3507
4.42959,54.3541
4.43311,54.3575
4.43664,54.3609
4.44016,54.3644
4.44368,54.3678
4.44721,54.3712
4.45073,54.3746
4.45425,54.378
4.45778,54.3814
4.4613,54.3848
4.46483,54.3882
4.46835,54.3916
4.47187,54.395
4.4754,54.3984
4.47892,54.4018
4.48244,54.4052
4.48597,54.4086
4.48949,54.412
4.49301,54.4154
4.49654,54.4188
4.50006,54.4222
4.50358,54.4256
4.50711,54.429
4.51063,54.4324
4.51415,54.4358
4.51768,54.4392
4.5212,54.4426
4.52472,54.446
4.52825,54.4494
4.53177,54.4528
4.53529,54.4562
4.53882,54.4596
4.54234,54.463
4.54586,54.4664
4.54939,54.4698
4.55291,54.4732
4.55643,54.4766
4.55996,54.48
4.56348,54.4834
4.567,54.4868
4.57053,54.4902
4.57405,54.4936
4.57757,54.497
4.5811,54.5004
4.58462,54.5038
4.58814,54.5072
4.59167,54.5106
4.59519,54.514
4.59871,54.5174
4.60224,54.5208
4.60576,54.5242
4.60928,54.5276
4.6128,54.531
4.61633,54.5344
4.61985,54.5378
4.62337,54.5412
4.6269,54.5446
4.63042,54.548
4.63394,54.5514
4.63747,54.5548
4.64099,54.5582
4.64451,54.5616
4.64804,54.5649
4.65156,54.5683
4.65508,54.5717
4.6586,54.5751
4.66213,54.5785
4.66565,54.5819
4.66917,54.5853
4.6727,54.5887
4.67622,54.5921
4.67974,54.5955
4.68327,54.5989
4.68679,54.6023
4.69031,54.6057
4.69383,54.6091
4.69736,54.6125
4.70088,54.6159
4.7044,54.6193
4.70793,54.6227
4.71145,54.6261
4.71497,54.6295
4.71849,54.6329
4.72202,54.6363
4.72554,54.6397
4.72906,54.643
4.73259,54.6464
4.73611,54.6498
4.73963,54.6532
4.74315,54.6566
4.74668,54.66
4.7502,54.6634
4.75372,54.6668
4.75724,54.6702
4.76077,54.6736
4.76429,54.677
4.76781,54.6804
4.77134,54.6838
4.77486,54.6872
4.77838,54.6906
4.7819,54.694
4.78543,54.6973
4.78895,54.7007
4.79247,54.7041
4.79599,54.7075
4.79952,54.7109
4.80304,54.7143
4.80656,54.7177
4.81008,54.7211
4.81361,54.7245
4.81713,54.7279
4.82065,54.7313
4.82417,54.7347
4.8277,54.7381
4.83122,54.7414
4.83474,54.7448
4.83826,54.7482
4.84179,54.7516
4.84531,54.755
4.84883,54.7584
4.85235,54.7618
4.85588,54.7652
4.8594,54.7686
4.86292,54.772
4.86644,54.7754
4.86997,54.7787
4.87349,54.7821
4.87701,54.7855
4.88053,54.7889
4.88406,54.7923
4.88758,54.7957
4.8911,54.7991
4.89462,54.8025
4.89815,54.8059
4.90167,54.8092
4.90519,54.8126
4.90871,54.816
4.91224,54.8194
4.91576,54.8228
4.91928,54.8262
4.9228,54.8296
4.92632,54.833
4.92985,54.8364
4.93337,54.8397
4.93689,54.8431
4.94041,54.8465
4.94394,54.8499
4.94746,54.8533
4.95098,54.8567
4.9545,54.8601
4.95802,54.8635
4.96155,54.8669
4.96507,54.8702
4.96859,54.8736
4.97211,54.877
4.97564,54.8804
4.97916,54.8838
4.98268,54.8872
